rating,review,split
negative,"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those "" can this marriage be saved ? "" columns from ladies home journal . . . 
",train
negative,"not even steven spielberg has dreamed up such blatant and sickening product placement in a movie . 
",train
negative,"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal
",train
negative,"this thing works on no level whatsoever for me . 
",train
negative,"gets better after foster leaves that little room . 
",train
negative,"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed . 
",train
negative,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube . 
",train
negative,"the satire is just too easy to be genuinely satisfying . 
",train
negative,"more tiring than anything . 
",train
negative,"oedekerk wrote patch adams , for which he should not be forgiven . why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me . 
",train
negative,"stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green's half-hearted movie career . 
",train
negative,"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them . 
",train
negative,"the movie is virtually without context -- journalistic or historical . what's worse is that pelosi knows it . 
",train
negative,"a movie that the less charitable might describe as a castrated cross between highlander and lolita . 
",train
negative,"wallace directs with such patronising reverence , it turns the stomach . 
",train
negative,"by the end , i was looking for something hard with which to bludgeon myself unconscious . 
",train
negative," . . . a pretentious and ultimately empty examination of a sick and evil woman . 
",train
negative,"plays like the old disease-of-the-week small-screen melodramas . 
",train
negative,"fluffy neo-noir hiding behind cutesy film references . 
",train
negative,"its simplicity puts an exclamation point on the fact that this isn't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare . 
",train
negative,"i don't think i laughed out loud once . and when you're talking about a slapstick comedy , that's a pretty big problem . 
",train
negative,"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . 
",train
negative,"the latest vapid actor's exercise to appropriate the structure of arthur schnitzler's reigen . 
",train
negative,"a muddled limp biscuit of a movie , a vampire soap opera that doesn't make much sense even on its own terms . 
",train
negative,"broder's screenplay is shallow , offensive and redundant , with pitifully few real laughs . 
",train
negative,"rife with nutty cliches and far too much dialogue . 
",train
negative,"much like robin williams , death to smoochy has already reached its expiration date . 
",train
negative,"as happily glib and vicious as its characters . 
",train
negative,"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . 
",train
negative,"the cast has a high time , but de broca has little enthusiasm for such antique pulp . 
",train
